word_1,word_2,distance
bankje cakevorm,bankje met cakeblik,0.0858473
doorboord boek handvaten,boek door pierced achter,0.222643
steelpannetje lepel deksel,afgerond voetje,0.490703
rare gieter,gieter met klepje,0.211106
tandenborstel bakje,bakje met tandenborstels,0.0864415
pacman spijker zij tafeltje,spijker in pacman,0.106182
paardenstaartjes plank eronder,pippi langkous staartjes,0.526514
armpjes rechthoek bolletje,balk voor beker,0.402199
glitch plankje slurf,glitch door vierkant,0.240894
staartje uitsteeksels kubusjes,wormpje aan achterkant,0.246874
paddestoel vierkant wolkenkrabbers,bril op links,0.501828
piramide wiel champagnefles,piramide achter kopje,0.239021
mannetje voetstuk twister,kopje op spiraal,0.409906
hoedje uitlaat forklift,twee balkjes rechts,0.432903
balk voetjes driehoek neus,horizontaal balkje bovenop,0.258993
neuspiercing voetsteun oortje,neusring en staartje,0.324161
tafel bakje pootjes,afdakje twee poten,0.201405
voet ruiten arm,ruit achter kopje,0.287973
kegeltje voetstuk cirkel,neus naar links,0.448081
lucifers afdak ondersteuning,knuppel achter kopje,0.34136
bolle neus oren,bolletje aan voorkant,0.294382
b toeter tafeltje,projectie linksachter beamer,0.414577
kraantjes oren ruitjes,krul links rechts,0.458573
balk bol armen,verticale balk voorkant,0.1351
cilinderachtige neus konijnenoren,plaat door midden,0.393411
worm kegels trap,kolom boven linksvoor,0.449451
verrekijker paddestoel vlak,links bril vierkant,0.277038
piramide champagnefles blok,piramide bovenop,0.199873
trofee voetstuk spiraal,trofee,0.271517
hoedje uitlaat balken,hoedje balkjes rechts,0.16043
balk voetjes voorstuk,horizontale balk bovenop,0.19183
neuspiercing korfbalpaal staartje,neuspiercing,0.0938526
tafeltje poten bakje,tafeltje twee poten,0.0771626
voetje vliegtuig staart neus,vliegtuig achtervleugel ruit,0.18944
voetstukje cirkel cilinder,ronde plaat achterkant,0.296163
lucifers honkbalknuppels afdakje,horizontale knuppel,0.333736
konijntje bol oren,konijntje bolletje voor,0.131386
beamer tafeltje koker,beamer projectie,0.259851
vierkant spiraal oren kraantjes,krullen links rechts,0.288931
balken knuffelaar bol armen,balken knuffelaar,0.105074
doorgesneden vlak oortjes,plaat doormidden,0.27317
kegels pijp wolkenkrabber,uitlaat twee kegels,0.235589
twee staven links,vierkant aan zijkant,0.341752
halve kegel boven,puntig hoedje boven achterkant,0.268848
beneden staaf driehoek,gedraaide steel onderkant,0.298779
twee liggende rechthoeken,twee balkjes rechterkant,0.207875
liggende rechthoek bovenop,liggende balk bovenkant,0.15306
staaf door neus,steel door bol,0.204361
tafel bak bovenin,staat aan tafel,0.245756
vierkant staaf bovenin,twee hoekige stelen,0.342142
lepel cirkel bovenin,ronde schijf achterkant,0.289012
staaf links rechts,schuine plank achterkant,0.321799
staaf rechthoek bovenin,losse bol voorkant,0.229561
links staaf tafelpoot,rond tafeltje zijkant,0.246113
midden cirkel staven,geblokte stelen zijkanten,0.348473
rechthoek verticaal beneden,bol op bovenkant,0.208345
plateau horizontaal midden,vierkant om midden,0.199962
staaf boven links,een toren blok zijkant,0.291079
tv,robot vierkant voor,0.66501
tent als neus,tent als neus,1.19209e-07
spring poppetje,springen met vierkant,0.309765
twee staven rechts,twee balkjes rechterkant,0.181031
rechthoekige staaf bovenop,balkje op hoofd,0.335967
staaf door neus,stang door neus,0.132087
tafel met blok,tafeltje met bakje,0.165791
spekje,spekje op hoofd,0.203748
verhoging,plateautje,0.66669
peper en zout,peper en zout,0.0
sims teken,sims tekentje,0.15452
dienblad en tafelpoot,dienblad als neus,0.120562
drie kralen,kraaltjes aan zijkanten,0.253443
verticale grote staaf,balkje uitstekend beneden,0.351975
rokje,rokje,5.96046e-08
blokkendoos als neus,blokkendoos als neus,-1.19209e-07
vierkant voorop,magnemite sataliet,0.523808
driehoek op bovenkant,robotje punthoofd blok neus,0.373369
wijnglas met standaard,vogeldrinkbak fontein,0.466674
vijf uitsteeksels,is teken staartje hoedje,0.423046
balk op bovenkant,bel vormige arm,0.374318
paal door neus,neus bot erdoorheen,0.184124
hoofd met bril,picknick tafel,0.473783
lange neus,pinokkio neus ruitvormige antenne,0.229279
half rondje bovenkant,draaiknop hendel voetstuk,0.396687
twee rondjes,dubbele hendel stuur,0.434397
rondje rechtsmidden,blob neus lange veer,0.35094
rechts ronde schijf,spijker platformpje rechts,0.175114
staat op vierkant,draaiknop vlechtjes,0.563517
rondje op bovenkant,balletje balanceren,0.341156
vierkant om middel,salueren hoelahoep,0.494509
vier lange uitsteeksels,hendel links uitlaatpijp,0.516979
vierkant aan voorkant,vierkant vlak armpjes,0.192675
wiel onderaan,robotje punthoofd blok neus,0.36522
wijnglas,fontein wijnglas,0.0943275
is teken rechts,is teken staartje,0.153743
staaf op bovenkant,balk bovenop belvormige armpjes,0.247748
staaf door neus,inboorling balk door neus,0.194487
picknicktafel,picknicktafel,5.96046e-08
ruit achterop,ruit in achterhoofd,0.203679
smal voetstuk,halve uitstekende cirkel,0.398503
scherm aan achterkant,stuur hendels scherm,0.224971
verf kwastje en staaf,neus kwastje balkje,0.151175
dienblad rechts,dienblad spijker,0.141035
op vierkanten voetstuk,groot platform,0.532671
rondje bovenop,pilaar bal bovenop,0.261134
vierkant om middel,hoelahoep,0.636014
vier uitsteeksels,vier uitsteeksels groeiende vierkanten,0.0950575
vierkant gezicht,groot vierkant oor,0.164013
feesthoedje,piramide hoed,0.310933
been voet,klein kubusje rechtsboven,0.533804
feesthoedje zonder punt,twee oren rechterkant,0.305698
omgedraaide beker oren,minste uitsteeksels,0.420372
neuspiercing,neus staaf erdoor,0.523964
picknicktafel op hoofd,omgekeerde halve piramide,0.463749
pinokkio,omgekeerde ram,0.769672
rondje op achterhoofd,pinokkio halve cirkel,0.345296
twee verschillende armen,twee uitsteeksels rondjes,0.232233
alleen bolle neus,ronde neus,0.205141
beamer,uitstekend oor linkerkant,0.579902
diamanten oren,drie kraaltjes oren,0.204004
verticale neus,bolletje boven hoofd,0.253826
slurfje,hoed met pijp,0.377433
twee kegels snavel,uitstekende kubus rechts,0.373001
vierkant op gezicht,robot,0.638475
feesthoedje op hoofd,feesthoed grote snavel,0.2683
been,flamingo,0.765593
lijkt op stekker,stekker,0.201434
balk op hoofd,balkje schepje,0.347399
neuspiercing,neuspiercing,1.78814e-07
picknicktafel op hoofd,picknicktafel,0.201394
twee ruiten hoofd,twee ruitjes vierkantjes,0.290873
links kijkende pinokkio,pinokkio met cirkel,0.234341
twee knots armen,lange korte arm,0.316349
alleen ronde neus,omgekeerde kegel balk,0.384532
rond dienblad,dakraam,0.535701
diamanten uit oren,diamantjes,0.26858
verticale neus,oma olifant knotje,0.436506
slurf en tutu,olifant tutu,0.135073
omgekeerde snavel,vogel omgekeerde snavel,0.0365066
schroef bovenkant vierkant,vierkant voorkant,0.116935
puntig hoedje,driehoek bovenop,0.471335
langste object voet,gedraaide staaf onder,0.453348
is teken zijkant,twee strepen rechts,0.26779
compact zonder uitsteeksels,langwerpige balk boven,0.348276
schroef door bolletje,neus met piercing,0.337323
railing zijkant pyramide,soort tafel erom,0.415884
lichaam gebogen voet,kromme staaf onder,0.316862
langwerpig verhoogd platform,rondje achter,0.53062
armen schuin dak,soort gieter,0.493746
rond bolletje zijkant,bolle neus,0.222954
spijker in arm,rond platform rechts,0.341179
object op platform,zes uitstekende bolletjes,0.574644
poppetje balk zijkant,bolletje bovenop,0.30199
twee streepjes bovenkant,lange neus vierkantje,0.148307
twee ronde jongleer stokken,langwerpige punt boven,0.403458
schroef in hoofd,schroef bovenop,0.18616
verjaardags hoedje met punt,feesthoedje,0.165452
poppetje gekromde benen,draaiende balk,0.360801
half verjaardags hoedje,afgesneden punthoedje,0.491961
balk bovenop hamer,moeilijke balk boven,0.16535
neuspiercing,neuspiercing,1.78814e-07
spoiler tafel,tafel spoiler,-1.19209e-07
mijn favoriet,ruitje oren bovenop,0.512661
ronde pilaar cirkel,blok onder,0.404989
diploma hoedje,gieter afstudeer hoedje,0.212556
ronde neus voor,bolle neus,0.200986
spijker arm,schroef in arm,0.167976
clown op platform,clown,0.278677
mannetje omarmt balk,bol boven,0.387768
rokjes platform pijp,vierkant rond midden,0.483994
diabolo's,twee diabolos,0.493197
blokkentoren handvatten links,robot vierkant antenne,0.387516
driehoek links bovenop kopje,eclectisch driehoek gradueel,0.452132
vierkant rechtsboven rand,draai blokje driehoekje,0.291195
twee staafjes rechts,gelijkheidsteken hendel voetje,0.263148
rechthoekige staaf bovenop,sip hangend balkje,0.327266
theelepel linksbovenin kopje,eivormig balkje traanvormig,0.388488
plankje twee pootjes,plankje bakje plukje,0.164098
blokkerige satelliet bovenop,ruitvormig bonenmaler uitsteeksels,0.426391
lepel rechts boven,verscholen rondje voetje,0.310616
steun plateau achter kopje,afgerond schuin balk,0.407743
twee verschillende lepels,eivormig gleuf pijlvormig,0.46753
handvat met tentharing,plateau b vormig uitsteeksel,0.313364
handvaten drie balletjes,bodem golfjes circel,0.328549
balletje drijft linksboven,rechthoek ei hoek,0.255049
gelijke staafjes bovenop,etage hoek cilinder,0.492806
drie lange handvatten,stuur handvatten slurf wolkenkrabber,0.281232
twee blokken handvatten links,vierkant antenne wolkenkrabber uitsteeksels,0.403786
driehoek linksboven,driehoek boven,0.136196
draaikolk onderin driehoek,draai driehoekige voet,0.244105
is teken rechts,twee rechthoeken rechts opzij,0.304867
rechthoekig blok bovenop,sip balkje gleuf,0.357872
theelepel linksboven kopje,eivormig platte cirkel,0.400315
plankje poten bakje,plankje bakje erop,0.0692034
vierkante satelliet linksboven,gebogen tuitje onder,0.415737
onderzetter koffielepel rechtsboven,voetje platte cirkel,0.340335
rugsteun ongelijke handvatten,afgeronde tuitjes weerskanten,0.347096
staafdiagram lepel,ei gleuf balkje,0.248132
tentharing linker handvat,rond plateau voor,0.468585
handvatten drie bolletjes,drie ruiten weerszijden,0.291565
balletje linksbovenin kopje,eivormig rechthoek voor,0.411477
gelijke staafjes bovenop,doorklieven plateau onderaan,0.348176
blokken handvat rechts,twee dezelfde handvatten,0.346779
verrekijker,schroef op pot,0.540222
driehoek bovenaan,driehoek op pot,0.218194
lijkt op wijnglas,voetstuk onder pot,0.30697
bevat is teken,zijkant twee balkjes,0.555218
hanenkam korte mouwen,balkje op pot,0.537971
rechthoek door neus,schroef door neus,0.121518
horizontale rechthoek bovenaan,bankje aan pot,0.452036
een arm en been,hanekam schroef erdoor,0.450259
theepot deksel linksachter,opzetstuk onder pot,0.193491
vierkant bovenstuk paardenstaart,knuppel achter pot,0.380884
liniaal in pennenbak,twee grotere roerstaafjes,0.341749
rondvormig dienblad vasthouden,spijker in oor,0.328903
pippi langkous vlechten,plaat onder pot,0.638646
een bol bovenaan,balletje op pot,0.305593
vierkante tutu,plaat over pot,0.459293
wortelvormige neus haar,twee verschillende oren,0.293054
omgekeerd hondje,hondje ondersteboven,0.118255
hoedje driehoek,driehoek op hoofd,0.188958
wijnglas,wijnglas,5.96046e-08
is teken,is teken,5.96046e-08
espresso apparaat,espressoapparaat,0.234017
neus met staaf,spijker door neus,0.218356
bankje tafeltje,bankje en duikplank,0.195271
helikopter,helikopter op hoofd,0.16842
theekopje met deksel,theekopje een staafje,0.168823
ongelijke armen,knuppel achter pot,0.429235
theemok twee lepeltjes,theekopje,0.255099
dienblad en spijker,dienblad en spijker,0.0
pippi langkous,pippi langkous,5.96046e-08
bol bovenaan,balletje op pot,0.332966
tutu,ballerina,0.411833
uitsteeksels legoblokjes slurf,vier uitsteeksels,0.186869
satelliet met antenne,kleine robot,0.508327
piramide bovenop,tovenaars hoedje,0.501675
gedraaid uitsteeksel onderkant,wijnglas,0.640224
is teken en minteken,heuveltje bovenop,0.528286
vinnen beiderzijds,weinig uitstulpingen,0.264027
balletje op stokje,neuspiercing,0.420133
tafel met bakje,uitklaptafeltje,0.192979
satelliet vormig uitsteeksel bovenop,gespiest vierkant,0.314239
mok lepel koekje,verborgen cirkel,0.519324
gieter met dakje,armpjes met bolletjes,0.265794
kegel rechthoek bovenin,pluim op hoofd,0.44133
kegel uit pacman uitsteeksel,bleekselderij,0.540287
kralensnoer op plateau,meisje met staartjes,0.553563
armen en hoofd,man naast paal,0.305823
glijbaan op plateau,mannetje dat zwaait,0.571617
uitgerekte kubus rechts,loodrechte dildos,0.371335
robot met antenne,robot,0.226463
tovenaar vierkante neus,misvormde tovenaar,0.216134
wijnglas gedraaide poot,wijnglas,0.198133
is teken en minteken,min is teken,0.197735
haaienvin met balk,balk bovenop,0.164048
poppetje met neuspiercing,neuspiercing,0.14575
tafeltje met bakje,tafel met kom,0.216725
satelliet en staart,satteliet bovenop,0.338131
kopje lepeltje rondje,verstopte cirkel,0.407918
gieter met handvat,gieter,0.157488
strip en zandloper uitsteeksel,uitgerekte driehoek,0.301669
plateau en selderij,bleekselderij links,0.212831
meisje met vlechten,meisje met vlechten,-1.19209e-07
mannetje met paal,dikke man,0.276038
zwaaiend met rokje,zwaaiende ballerina,0.221089
twee verschillende lepels,twee lepels,0.0523175
verrekijker met walkie-talkie antenne,vastgeplakt vierkant zijkant,0.462652
verjaardags hoedje op wieltjes,driehoek bovenop,0.415912
sierlijk gedraaide voet,staand gedraaide staaf,0.211401
split in oorlel,rechterkant twee rechthoekjes,0.383418
pinguin met hanenkam,compact drie uitsteeksels,0.421739
assymetrische dikke neus piercing,doorboorde bolle neus,0.153887
platte bril,plankje met beugels,0.24795
benige,doorboorde ruit bovenop,0.460672
pinokkio op richel,ronde plaat achterkant,0.347738
gespiest schuin afdakje,staaf ronde uiteinden,0.352827
dikke bolle neus,ronde bolle neus,0.0948306
ober met neus toeter,linkerkant puntige spijker,0.337282
symmetrisch met onderplaat,staat op viekant,0.471736
gekruisigd aan paal,rechthoekige staaf zijkant,0.438184
zwemmen met gebalde vuist,omsluitende viekante band,0.394919
whatever pinokkio punt haar,twee omgedraaide kegels,0.471131
verrekijker,verrekijker met vierkant,0.199361
piramide twee wieltjes,driehoek op bovenkant,0.271585
gedraaide voet,gedraaide voet,5.96046e-08
afgeplat trapezium bovenop,afgestompte driehoek,0.302208
pinguin,pinguin,-1.19209e-07
neuspiercing,neuspiercing,1.78814e-07
bril plankje,plankje en bril,0.0337332
gespiest ruit op voet,gespiest ruit,0.0949869
schijf achter op richel,richel,0.207234
bolletjes spies plat dak,ronde bollen spies,0.184687
twee stokjes complex,ronde neus sprieten,0.369408
ober met spijker,ober met spijker,0.0
twee sprietjes op vierkant,staand op vierkant,0.21241
knuffelende gekruisigde jezus,jezus,0.0797541
vierkant rokje,vierkant rokje,0.0
twee kegels verrekijker,twee kegels,0.111649
twee armen controller,vierkant paddenstoel twee,0.393719
driehoek hoofd,driehoek kegel trapezium,0.240758
standbeeld op pilaar,kubus draai driehoek,0.395482
trapeze twee balkjes,is pijl trapezium,0.380944
notitie maken rechts,compact balk staafje,0.421574
wc ontstopper met rondje,bol balk erdoorheen,0.377479
dienblad eetbak,plank tuitje uitsteeksels,0.328739
zeepaard staart oren,complex vierkanten staven,0.515863
pollepel staaf rond,cirkel onderkant lepel,0.175687
balk door midden,v,0.763388
kom lepel bolletje,ei lepel driehoek,0.136922
schroef balk dienblad,spijker cirkel b,0.289373
vlechten spiegel platteau,cirkel dna ondergrond,0.461892
zijkant lange balk,balk bol stang,0.11374
vierkant rondom slurf,plateau buis hoek,0.272444
staart armen antenne,kegels kubussen,0.522948
paddestoel vierkant kubus,paddenstoel vierkant kubussen,0.06993
driehoek trapeze cirkel,driehoek trapezium,0.19416
wijnglas taartpunt vierkant,wijnglas draai kubus,0.11657
is teken trapeze,is trapezium pijl,0.295029
goudstaaf kap,compact goudstaaf kap,0.0879959
wc-ontstopper cirkel staaf,ei staaf cirkel,0.044944
dienblad bakje,dienblad pootjes trapezium,0.177617
zeepaardje ruit kubus,zeepaardje ruit staven,0.109337
plateau cirkel achter,onderstel cirkel lepel,0.243415
kanon staafjes ei,kanon eieren staaf,0.114092
cirkel lepel staafjes,ei lepel rechthoek,0.0965952
spijker cirkel,spijker b cirkel,0.103792
dna cirkel vierkant,dna cirkel onderstuk,0.0858071
ei staaf balk,ei balk staaf,5.96046e-08
zeven slurf vierkant,plateau slurf zeven,0.118244
kubus staafjes slurf,kubussen lepels staaf,0.250605
vierkant plateau rechts,verrekijker op hoofd,0.401725
piramide bovenop,bak met feesthoedje,0.415322
gedraaide balk onderaan,zwaaiend en dansend,0.456978
twee balkjes rechts,koffiezetapparaat,0.73402
vierkant balkje bovenop,strak gezicht,0.36926
voorkant rondje balk,honden botje in bek,0.446306
rechts balk driehoek,keuken plankje met bakken houder,0.496367
bovenaan vierkant staaf,twee staart danseres,0.390219
achterkant cirkelvormig plateau,pinokkio met haarplukje,0.564181
uitstekende balken rondje,honkbal uitrusting,0.52791
voorkant rechts rondje,bowl pion op hoofd,0.349298
links grote spijker,dienblad vasthouden,0.416866
vierkante onderzetter,chips bak met slingers,0.349116
vooraan lange balk,bol.com mannetje,0.683896
vierkant midden omheen,fabriek met buizen,0.476312
twee ovalen staven,achteraanzicht kop miereneter,0.461998
robot verrekijker,robot verrekijker,1.19209e-07
driehoek muts,punthoedje,0.238954
juichen omgekeerde hond,juichende omgekeerde hond,0.0817756
twitter vogeltje,twitter icoontje,0.184611
gezicht twee oren,gezicht met oren,0.0582211
neuspiercing,neuspiercing,1.78814e-07
pan doorheen gezakt,plank met pan,0.215902
dansende poppetje,dansende poppetje,0.0
cocktail pinokkio,pinokkio cocktail,-1.19209e-07
honkballer,honkbal uitrusting,0.529407
bowlen pion,bowling pion,0.14083
spijker,spijker,-1.19209e-07
plateau feestslingers,tafel met slingers,0.342706
bol.com man,bol.com poppetje,0.154463
meisjesrok fabriek,fabriek meisje,0.33872
miereneter,miereneter,-1.19209e-07
spijker op mok,vierkante ogen,0.429397
piramide bovenop,punthoofd,0.644185
gedraaide pilaar,hoge toren,0.363171
flappy bird,gelijk aan teken,0.764051
dun cilindertje ernaast,raket vierkante top,0.371724
spijker door bol,eivormige neus piercing,0.334261
twee potig platform,tafel twee poten,0.261995
negentig graden opzetstuk,vierkante spijker oren,0.416796
doorboord glas ijsthee,chocomelk met wafel,0.250258
ronde horizontale paal,zijwaartse peper zout,0.470705
bol en uisteeksels,ei neus kegel antenne,0.194982
dolk in balk,spijker in arm,0.223207
wokkel oren,beker op tafel,0.427552
rechte verticale paal,eihoofd dunne armen,0.30457
henry stofzuiger,vierkante dwarslaesie,0.631712
vier uitsteeksels,antenne drie armen,0.232126
normale spijker,echte spijker,0.171714
piramide,punthoofd kogel,0.638201
struisvogel,wijnglas,0.724269
flappy bird,flappy bird,-1.19209e-07
balk,raket balk hoofd,0.244234
indiaan met piercing,indiaan met piercing,-1.19209e-07
tafel,tafel,-1.19209e-07
doorboord boek,doorboord boek,5.96046e-08
ijsthee,ijsthee,-1.19209e-07
zout en peper,peper en zout,0.0
indiaan zonder piercing,indiaan met vulpen,0.304473
pacman,pacman en vergrootglas,0.129832
wokkels,wokkel oren,0.447597
breed,macho,0.776191
glijbaan fabriek,fabriek,0.306158
de moeilijke,robot moeilijk,0.435778
vierkant vlak,blok achtige uitsteeksels links,0.326575
driehoek,grote driehoek bovenin,0.195851
schroefvorm op driehoek,gedraaide steel onder,0.351985
is teken,twee rechtse uitsteeksels,0.543683
soort masker,rechthoekje op kopje,0.502746
bol en schijfje,stang door bolletje,0.315578
soort zwevend bankje,soort picknicktafel voorkant,0.185637
grootste object,ruit met armen,0.651027
kom op verhoging,geribbeld uitsteeksel links,0.602124
tafel in kom,afgeronde uitsteeksels beiderzijds,0.693726
penseel in kom,rechthoek uit kop,0.418432
soort serveerschaal,ribbel achtige en schijf uitsteeksel,0.372105
kleine kubusjes,vierkante plaat onderin,0.278058
lange smalle balk,bolletje boven,0.381265
ronde balk,vierkant dwars doorheen,0.406175
meerdere ronde handvaten,haakse bowlingpin achtige uitsteeksels,0.324721
wolkenkrabbers aan kopje,wolkenkrabber ogen plat vierkant,0.302087
soort tentvorm,lowlands tentje klein aanhangsel,0.43197
soort cocktailglas,cocktailglas,0.107947
soort is teken,is teken,0.0908831
robot of uiltje,robot uiltje,0.0663103
bolletje met stang,stang door bolletje,0.0624331
soort zwevend bankje,bankje bakje bovenop,0.21759
wafelvorm bovenop,wafels boven,0.384796
kop afgeronde balk,lepel platte schijf,0.277561
tafeltje in mok,stompe armpjes tafeltje,0.294417
penseel vorm,penseel bol driehoekig aanhangsel,0.209577
ronde platte schijf,verkeers koontje platte schijf,0.142537
vierkant met fonteintjes,fontein plat vierkanten bodem,0.170917
uitstekende lange balk,kopje hoger balk,0.264484
ronde lange balk,rokje armpje oogjes,0.408824
kegelvormen negentig graden,negentig graden kegels,0.0839337
robot antenne vierkant,verrekijker en antenne,0.218373
geometrisch hoedje,spitse driehoek bovenop,0.307607
draaien,spiraal op driehoek,0.57757
usbs staart hoedje,twee streepjes rechts,0.300914
symmetrisch waterafvoer raket boosters,driehoekige neus rechts,0.378517
plantenbak citroen stamper plukje,bol voorkant doorboord,0.411957
tafel,tafel met blokje,0.17129
ninjaster als dumbbell,ruit bovenkant doorboord,0.428793
pot still oude camera,pinokkio neus links,0.455185
draai emmer paneel,doorborende zeshoekige armen,0.362437
puntig rond geometrisch,clownsneus driehoekig oor,0.27203
kaneelstokje helicopterplatform batman signaal,toeter op arm,0.374611
symmetrisch natuurlijk breed,stoom uit oren,0.482559
armen plank,twee ronde armen,0.231203
plat doorgezakt semi symmetrisch,twee streepjes boven,0.300371
deegrol handels oude usb,vier kubussen voorkant,0.410946
robot spijker plaat,verrekijker,0.531131
hoedje kogel,spitse driehoek bovenop,0.356367
draaiende voet,spiraal driehoekige voet,0.215585
usbs staart papieren boot,usb-sticks,0.497605
oorbellen balk,lage oorbellen,0.244187
ijsthee stamper,ijsthee stamper,0.0
tafel,tafeltje,0.163819
dumbbell ruit,doorboorde ruit bovenop,0.324675
oude camera pinokkio,pinokkio,0.269436
armen paneel draai emmer,zeshoekige armen,0.237276
ijsthee prikker zonder ijsthee prikker,neus zonder stamper,0.326188
batmanlogo kaneelstokje helicopterplatform,batman,0.691774
spiralen schotel octopus arm,stoomwolkjes uit oren,0.289188
dunne armen,knuffelende dunne armen,0.0404619
boot slang l,stoomboot met l,0.188625
deegrollen,deegroller,0.287072
blokkige verrekijker,joystick bovenop,0.390557
grote piramide bovenop,piramide bovenop,0.0453694
gedraaide steunpoot,trofee,0.655952
twee rechts uitstekende blokken,is teken zijkant,0.306211
horizontaal rechthoek blok bovenop,houdt potlood vast,0.293183
neus met paal,kopje aan zuignap,0.268099
bumper driekwart hoogte,bankje,0.548736
verticaal vierkanten boven,twee kromme pootjes,0.229672
cirkel achter hoofd,lijkt op steelpan,0.421973
horizontale buis,zonnepaneel op achtergrond,0.375771
rechthoekig uitsteeksel middenboven,dikke neus voorkant,0.383308
niervormig uitsteeksel links,horizontaal rondje voorkant,0.305905
grote vierkante onderplaat,vierkante plaat eronder,0.116881
bal bovenop,verticale paal voorkant,0.269095
vierkante plaat middenhoog,in platte schijf,0.288021
blokkig uitsteeksel rechts,vierkantjes toren voorkant,0.31647
verrekijker vierkant,gamer,0.715104
piramide bovenop,piramide bovenop,5.96046e-08
dna spiraal driehoek blok,dna streng,0.312411
afgevlakte piramide bovenop,is teken zijkant,0.348629
vierkante balk bovenop,potloodje,0.417451
neus plus ring,inboorling,0.639528
bumper piramide omgedraaid,bankje of bumper,0.262852
sik,sikje,0.351272
op plateau,blok,0.62418
zonnepaneeltje bovenop,zonnepaneel,0.373416
bolle neus,grote neus,0.122801
plateau rechts,plantenbak,0.543686
twee staartjes horizontaal,plaat eronder,0.401888
bol bovenop,verticale paal vooraan,0.302109
vierkante rok midden,tutu,0.56756
vierkante kijker rechts,piraten verrekijker,0.496582
ruimteschip twee motors,bliksemschicht robot vierkant,0.364797
piramide bovenop,driehoek boven,0.294669
troffe draaiende hendel,3d driehoek onder,0.4044
nespresso cupje bovenop,twee balkjes rechts,0.516972
compact rechthoekje bovenop,ober balk cilindertje,0.270523
neus met piercing,gieter hoofd,0.349723
plank hoog,hoog ophang schapje links,0.204332
pinokkio gek hoedje,twee gebogen balkjes,0.507746
ronde deksel achterop,pinokkio cilinder links,0.342383
hamer,paaltje links rechts,0.476955
neus zonder piercing,cirkel omgekeerde kegel,0.515973
spijker in hendel,lippen schapje kegel,0.328058
op grote snijplank,diamantjes beide kanten,0.38895
ei bovenop kopje,bol boven,0.320508
plank door kopje,twee cilinders boven,0.471552
steekt overal uit,knuppel boven rechts,0.359992
ruimteschip,ruimteschip,0.0
piramide en kogel,piramide en kogel,-1.19209e-07
beker,winnaars beker,0.120715
kip,kip,5.96046e-08
wall-e,wall-e robot,0.0915926
neus met piercing,neus met piercing,0.0
schap met bakje,schapje met bakje,0.0526482
karate kid,karate kid,0.0
pinokkio met plukje,pinokkio met cirkel,0.158651
hamer met standaard,hamer vierkant plateau,0.334405
neus zonder piercing,neus zonder piercing,0.0
eiffeltoren serveerster,eiffeltoren spijker,0.200776
pippi langkous,pippi langkous,5.96046e-08
omhelzing,omhelzing,0.0
olifant met arm,olifant met arm,0.0
twee hendels,joystick,0.376756
hoofd met verrekijker,vierkant aan voorzijde,0.400007
driehoek bovenop,holle driehoek bovenop,0.0600479
opstaand juichend poppetje,trofee op driehoek,0.416587
platte vogel,uitkomst teken som rechterzijde,0.527298
halve kegel links,rechthoek bovenop beker,0.22863
propellor met schijfje,hendel bal schijf,0.242291
bakje op mok houder,tafelblad twee poten,0.352747
pinokkio neus schuinrechts,staaf doorboort vierkant,0.285789
cocktail met citroen schijfje,toilet op ovaal,0.387477
bol einde armen,pilaren weerszijden vierkant,0.299135
bolle neus ernie,rechthoek pion bovenop,0.412494
serveerder dienblad rechts,uitsteeksel holle cirkel,0.342124
platte circle neus,vierkante ondergrond beker,0.405719
balletje bovenop mok,bal bovenop,0.138984
vierkante tutu ballet,vierkant halverwege beker,0.405087
ouderwetse theepot,ovaal bovenop links,0.461049
antenne en verrekijker,robot antenne met kubus verrekijker,0.127704
holle driehoek bovenop,holle driehoek bovenop,0.0
trofee,trofee op driehoek,0.213853
vogel,oplossings teken lijkt vogeltje,0.359326
rechthoek bovenop,lange zijde balk,0.291464
ernie met piercing,neus met piercing,0.167931
tafeltje met bakje,tafel met bakje,0.0326717
stoeptegel in achterhoofd,dubbele stoeptegel bovenkant,0.251661
cocktail of wc,cocktailglas half citroentje,0.296799
amsterdamse paaltjes,verkeerspalen amsterdam zijkanten,0.228863
ernie zijkant toblerone,ernie met driehoek,0.239359
dienblad,dienblad met nagel,0.150517
mok bovenop vierkant,vierkant diamant strook zijkanten,0.189039
bolletje bovenop,balletje rechte balk,0.315782
vierkante tutu slurfje,tutu met slurf,0.13489
uitklappende kubussen rechterkant,slurf met kubussen,0.187238
twee linker antennes,onweer en spijker,0.421977
bovenop puntige driehoek,angrybirds hanekam,0.393035
meest langwerpig,twister lange sokkel,0.416847
twee balkjes rechts,stekker met trapezium,0.284988
meest compact,hamer en drukknop,0.584881
bal midden voorkant,neusbot ei veer,0.295267
opgetild bakje,weegschaal wipwap bankje,0.233875
doorboorde ruit bovenop,uitsteken naar buiten,0.458584
achterkant veertje rechtsboven,sokkel met lepel,0.320719
lijkt op spagaat,zonnepaneel doorboring staaf,0.546644
ovale bol voorkant,zwevend ei lepel,0.307388
pilon omgekeerd links,bijtel en platform,0.5141
zes ruitjes totaal,pippi langkous plaat,0.549754
lange balk voorkant,ei doorboorde tak,0.434201
vierkant rondom middel,platform door mok,0.328716
grote pluim bovenop,waterdruppels en onweer,0.45273
robot,robot,0.0
puntige driehoek bovenop,piramide uitlopend blok,0.188871
voetbaltrofee,voetbal trofee,0.281239
stompe driehoek,stekker,0.708696
meest compact,hamer balk bovenop,0.693309
