"director","trial","target","pair","round","peaks1","peaks2","gesture1","gesture2","range1","range2","transitions"
"A","2.10_ref",13,"101102",2,30,4,20,10,0.107408,0,5
"A","2.10_ref",13,"107108",2,16,12,14,13,0.189158,0.21333,5
"A","2.10_ref",13,"109110",2,28,19,29,25,0.070238,0.125018,8
"A","2.10_ref",13,"119120",2,32,12,23,17,0.087888,0.112011,5
"A","2.10_ref",13,"121122",2,12,3,10,9,0.078161,0.117204,1
"A","2.10_ref",13,"123124",2,13,6,15,1,0.112253,0.062908,4
"A","2.10_ref",13,"131132",2,24,18,20,12,0.156701,0.211811,5
"A","2.10_ref",13,"135136",2,13,6,13,9,0.123736,0.263438,3
"A","2.10_ref",13,"141142",2,39,10,22,18,0.133441,0.225149,9
"A","2.10_ref",13,"143144",2,15,9,12,3,0.083483,0.107072,5
"A","2.10_ref",13,"145146",2,66,38,46,26,0.21039,0.113644,15
"A","2.12_ref",15,"003004",2,66,21,30,17,0.190935,0.211002,13
"A","2.12_ref",15,"005006",2,47,22,8,15,0.089999,0.074998,5
"A","2.12_ref",15,"007008",2,22,5,19,6,0,0.074906,3
"A","2.12_ref",15,"009010",2,19,21,20,12,0.093764,0.082011,5
"A","2.12_ref",15,"013014",2,47,15,23,24,0.144653,0.156367,5
"A","2.12_ref",15,"015016",2,34,8,28,14,0.065973,0.274952,7
"A","2.12_ref",15,"017018",2,20,15,16,20,0.124988,0.117324,3
"A","2.12_ref",15,"019020",2,32,9,25,9,0.088328,0.083698,6
"A","2.12_ref",15,"021022",2,31,8,20,19,0.109706,0.063933,3
"A","2.12_ref",15,"025026",2,32,7,21,15,0.099572,0.10496,3
"A","2.12_ref",15,"027028",2,12,4,8,2,0.122567,0.154627,1
"A","2.12_ref",15,"035036",2,22,8,18,14,0.053755,0.16764,7
"A","2.12_ref",15,"037038",2,24,6,23,11,0.064439,0,3
"A","2.12_ref",15,"039040",2,37,12,31,23,0.099058,0.127239,5
"A","2.12_ref",15,"041042",2,32,6,31,16,0.118932,0.077345,3
"A","2.12_ref",15,"043044",2,31,12,29,17,0.097592,0.198397,1
"A","2.12_ref",15,"045046",2,31,7,21,12,0.127075,0.114827,3
"A","2.12_ref",15,"047048",2,28,6,22,13,0.063273,0,3
"A","2.12_ref",15,"049050",2,42,11,32,8,0.12259,0.220132,9
"A","2.12_ref",15,"051052",2,40,14,27,7,0.152085,0.097315,3
"A","2.12_ref",15,"053054",2,54,6,13,4,0.102933,0.08047,5
"A","2.12_ref",15,"055056",2,34,6,16,13,0.16731,0.051069,5
"A","2.12_ref",15,"057058",2,45,27,26,12,0.158891,0.153927,8
"A","2.12_ref",15,"063064",2,38,4,31,8,0.080674,0.082904,1
"A","2.12_ref",15,"065066",2,10,5,14,4,0.10031,0.053758,1
"A","2.12_ref",15,"067068",2,31,19,29,32,0.139902,0.140969,4
"A","2.12_ref",15,"069070",2,24,5,1,7,0.11684,0.049099,3
"A","2.12_ref",15,"075076",2,27,6,6,2,0.11027,0.174297,5
"A","2.12_ref",15,"077078",2,33,6,24,11,0.131514,0.1058,7
"A","2.12_ref",15,"081082",2,15,8,14,16,0,0.098639,3
"A","2.12_ref",15,"099100",2,9,7,13,5,0.303055,0.122816,1
"A","2.12_ref",15,"101102",2,19,14,9,14,0.082224,0.071104,3
"A","2.12_ref",15,"107108",2,34,25,28,22,0.14435,0.151095,7
"A","2.12_ref",15,"109110",2,12,8,16,18,0.069102,0.13318,3
"A","2.12_ref",15,"119120",2,20,7,16,18,0.07522,0.212676,3
"A","2.12_ref",15,"121122",2,18,6,13,8,0.078775,0.131108,3
"A","2.12_ref",15,"123124",2,44,14,25,24,0.102026,0.138788,10
"A","2.12_ref",15,"131132",2,36,17,27,17,0.183227,0.174879,5
"A","2.12_ref",15,"135136",2,19,4,12,4,0.16668,0.056861,1
"A","2.12_ref",15,"141142",2,52,5,35,12,0.124742,0.054432,8
"A","2.12_ref",15,"143144",2,23,15,16,18,0.101213,0.094828,7
"A","2.12_ref",15,"145146",2,16,14,14,4,0.120504,0.139944,5
"A","2.14_ref",1,"003004",2,13,9,12,7,0.188988,0.165521,5
"A","2.14_ref",1,"005006",2,24,4,12,7,0.038252,0.079783,4
"A","2.14_ref",1,"007008",2,41,18,52,17,0.121017,0.071596,7
"A","2.14_ref",1,"009010",2,12,20,14,10,0.089979,0.038559,7
"A","2.14_ref",1,"013014",2,19,7,7,7,0.113045,0.110328,5
"A","2.14_ref",1,"015016",2,9,2,3,3,0.018902,0.080315,1
"A","2.14_ref",1,"017018",2,35,8,26,26,0.087424,0.088155,5
"A","2.14_ref",1,"019020",2,25,5,17,6,0.151204,0.043358,1
"A","2.14_ref",1,"021022",2,45,19,12,17,0.141365,0.101926,5
"A","2.14_ref",1,"025026",2,24,3,18,16,0.126112,0.083917,1
"A","2.14_ref",1,"027028",2,24,6,10,2,0.083308,0.058563,3
"A","2.14_ref",1,"035036",2,17,4,11,10,0.112722,0.128371,1
"A","2.14_ref",1,"037038",2,31,5,23,11,0.197938,0,3
"A","2.14_ref",1,"039040",2,13,6,11,11,0.055615,0.093588,3
"A","2.14_ref",1,"041042",2,29,4,22,15,0.055179,0.040425,1
"A","2.14_ref",1,"043044",2,19,1,14,10,0.039714,0,1
"A","2.14_ref",1,"045046",2,28,6,13,7,0.120059,0.076613,5
"A","2.14_ref",1,"047048",2,4,4,7,7,0.048323,0,1
"A","2.14_ref",1,"049050",2,26,2,22,12,0.123116,0.097932,3
"A","2.14_ref",1,"051052",2,22,7,17,4,0.191202,0.121445,1
"A","2.14_ref",1,"053054",2,35,6,14,3,0.168245,0.025149,3
"A","2.14_ref",1,"055056",2,45,10,23,35,0.13764,0.084188,8
"A","2.14_ref",1,"057058",2,40,11,18,8,0.134591,0.183153,6
"A","2.14_ref",1,"063064",2,32,4,25,3,0.081851,0.141753,1
"A","2.14_ref",1,"065066",2,5,2,10,2,0.114816,0.160264,1
"A","2.14_ref",1,"067068",2,16,4,14,8,0.156862,0.168947,1
"A","2.14_ref",1,"069070",2,32,21,7,23,0.089552,0.176174,9
"A","2.14_ref",1,"075076",2,27,6,11,5,0.100877,0.1607,5
"A","2.14_ref",1,"077078",2,46,16,29,17,0.130912,0.122493,5
"A","2.14_ref",1,"081082",2,12,8,11,9,0,0.135451,1
"A","2.14_ref",1,"099100",2,15,6,6,2,0.064933,0.108331,1
"A","2.14_ref",1,"101102",2,12,3,16,8,0.10252,0.102696,3
"A","2.14_ref",1,"107108",2,13,9,3,13,0.127422,0.123696,4
"A","2.14_ref",1,"109110",2,28,13,18,23,0.085196,0.152784,5
"A","2.14_ref",1,"119120",2,10,4,7,13,0.15726,0.143021,3
"A","2.14_ref",1,"121122",2,10,5,5,3,0.067596,0.213377,1
"A","2.14_ref",1,"123124",2,36,17,26,10,0.07932,0.07097,5
"A","2.14_ref",1,"131132",2,8,4,14,10,0.213932,0.13156,4
"A","2.14_ref",1,"135136",2,25,3,21,4,0.164548,0.060738,3
"A","2.14_ref",1,"141142",2,40,5,21,11,0.108983,0.159681,7
"A","2.14_ref",1,"143144",2,16,12,5,14,0.112142,0.179496,3
"A","2.14_ref",1,"145146",2,24,17,10,6,0.113069,0.11194,5
"A","2.16_ref",5,"003004",2,70,25,40,17,0.165997,0.149965,12
"A","2.16_ref",5,"005006",2,27,16,13,11,0.116809,0.090647,6
"A","2.16_ref",5,"007008",2,19,4,19,9,0.081524,0.072275,3
"A","2.16_ref",5,"009010",2,18,6,15,5,0.115952,0,1
"A","2.16_ref",5,"013014",2,21,13,16,8,0.104459,0.154303,7
"A","2.16_ref",5,"015016",2,15,21,21,15,0.08474,0.163219,7
"A","2.16_ref",5,"017018",2,19,11,15,23,0.112029,0.111049,1
"A","2.16_ref",5,"019020",2,29,6,23,4,0.084587,0.079033,1
"A","2.16_ref",5,"021022",2,53,20,24,23,0.131137,0.09975,5
"A","2.16_ref",5,"025026",2,46,36,49,29,0.105374,0.079827,7
"A","2.16_ref",5,"027028",2,16,3,7,5,0.143636,0.084763,3
"A","2.16_ref",5,"035036",2,19,10,17,15,0.10116,0.200361,1
"A","2.16_ref",5,"037038",2,19,14,14,11,0.063022,0,5
"A","2.16_ref",5,"039040",2,20,6,15,14,0.181714,0.121401,3
"A","2.16_ref",5,"041042",2,25,4,25,22,0.064037,0.105174,1
"A","2.16_ref",5,"043044",2,27,9,15,5,0.144554,0.091469,7
"A","2.16_ref",5,"045046",2,32,6,13,8,0,0.073823,3
"A","2.16_ref",5,"047048",2,8,6,20,9,0.067878,0,1
"A","2.16_ref",5,"049050",2,56,23,57,41,0.092128,0.108939,7
"A","2.16_ref",5,"051052",2,27,12,23,5,0.155951,0.044768,5
"A","2.16_ref",5,"053054",2,44,7,16,13,0.128738,0.06041,3
"A","2.16_ref",5,"055056",2,21,13,18,9,0.162283,0.097995,7
"A","2.16_ref",5,"057058",2,83,35,52,30,0.131985,0.164496,22
"A","2.16_ref",5,"063064",2,16,7,26,8,0.07083,0.153156,1
"A","2.16_ref",5,"065066",2,30,23,29,21,0.121496,0.03857,7
"A","2.16_ref",5,"067068",2,26,4,19,16,0.11011,0.099965,6
"A","2.16_ref",5,"069070",2,17,11,6,3,0.082406,0.116115,3
"A","2.16_ref",5,"075076",2,6,7,4,2,0.096723,0.131581,1
"A","2.16_ref",5,"077078",2,47,19,34,7,0.132005,0.080617,3
"A","2.16_ref",5,"081082",2,15,6,14,12,0,0.057885,1
"A","2.16_ref",5,"099100",2,23,19,28,4,0.078485,0.120552,3
"A","2.16_ref",5,"101102",2,44,9,30,24,0.105186,0.091354,4
"A","2.16_ref",5,"107108",2,35,36,34,33,0.135969,0.157642,12
"A","2.16_ref",5,"109110",2,37,19,29,14,0.0849,0.167372,5
"A","2.16_ref",5,"119120",2,15,9,12,15,0.114823,0.187711,8
"A","2.16_ref",5,"121122",2,13,4,9,4,0.098803,0.073938,3
"A","2.16_ref",5,"123124",2,71,51,58,48,0.116566,0.118502,21
"A","2.16_ref",5,"131132",2,10,15,14,10,0.158025,0.202446,3
"A","2.16_ref",5,"135136",2,22,7,14,18,0.114034,0.095005,4
"A","2.16_ref",5,"141142",2,35,7,24,20,0.063187,0.172858,6
"A","2.16_ref",5,"143144",2,5,4,7,7,0.109259,0.116558,1
"A","2.16_ref",5,"145146",2,11,4,7,7,0.18305,0.109773,3
"A","2.2_ref",9,"003004",2,31,17,23,12,0.09701,0.064489,7
"A","2.2_ref",9,"005006",2,46,18,18,12,0.0924,0.07772,5
"A","2.2_ref",9,"007008",2,22,7,26,16,0.090201,0.099351,5
"A","2.2_ref",9,"009010",2,43,45,41,29,0.119148,0.097465,7
"A","2.2_ref",9,"013014",2,17,18,19,1,0.160042,0.133661,5
"A","2.2_ref",9,"015016",2,24,5,16,9,0.098619,0.089443,3
"A","2.2_ref",9,"017018",2,37,6,27,37,0.126458,0.125144,1
"A","2.2_ref",9,"019020",2,32,6,27,16,0.129281,0.041776,5
"A","2.2_ref",9,"021022",2,105,44,59,47,0.114941,0.167224,17
"A","2.2_ref",9,"025026",2,37,5,28,9,0.111672,0.127576,3
"A","2.2_ref",9,"027028",2,46,5,14,2,0.142066,0.156839,3
"A","2.2_ref",9,"035036",2,36,10,7,20,0.176306,0.175359,5
"A","2.2_ref",9,"037038",2,58,7,22,8,0.126889,0.086084,5
"A","2.2_ref",9,"039040",2,34,4,29,17,0.06445,0.072249,2
"A","2.2_ref",9,"041042",2,32,4,26,12,0.060536,0.066244,3
"A","2.2_ref",9,"043044",2,36,2,20,10,0.124077,0.053897,3
"A","2.2_ref",9,"045046",2,107,32,79,18,0.195605,0.099858,13
"A","2.2_ref",9,"047048",2,15,6,10,7,0.048376,0,5
"A","2.2_ref",9,"049050",2,50,3,44,3,0.123884,0.141894,3
"A","2.2_ref",9,"051052",2,34,17,30,4,0.135286,0.087873,7
"A","2.2_ref",9,"053054",2,44,18,22,6,0.112175,0.059389,3
"A","2.2_ref",9,"055056",2,17,8,11,9,0.162945,0.088425,3
"A","2.2_ref",9,"057058",2,48,13,29,8,0.129475,0.120309,8
"A","2.2_ref",9,"063064",2,27,11,19,11,0.065994,0.053721,3
"A","2.2_ref",9,"065066",2,26,10,22,3,0.12276,0.047198,3
"A","2.2_ref",9,"067068",2,42,9,28,10,0.140776,0.16507,7
"A","2.2_ref",9,"069070",2,140,74,25,66,0.112127,0.22896,17
"A","2.2_ref",9,"075076",2,25,12,4,3,0.133787,0.096367,3
"A","2.2_ref",9,"077078",2,42,10,27,9,0.130479,0.11546,5
"A","2.2_ref",9,"081082",2,30,13,27,5,0.11408,0.070185,5
"A","2.2_ref",9,"099100",2,45,18,28,6,0.13386,0.10487,11
"A","2.2_ref",9,"101102",2,27,4,22,9,0.12486,0.124138,3
"A","2.2_ref",9,"107108",2,54,29,31,27,0.1318,0.159883,9
"A","2.2_ref",9,"109110",2,19,9,13,13,0.152958,0.081198,3
"A","2.2_ref",9,"119120",2,13,12,5,12,0.116676,0.137421,5
"A","2.2_ref",9,"121122",2,80,30,46,28,0.163001,0.100941,16
"A","2.2_ref",9,"123124",2,33,15,23,27,0.103215,0.094512,7
"A","2.2_ref",9,"131132",2,25,6,23,17,0.149497,0.098704,3
"A","2.2_ref",9,"135136",2,50,7,30,10,0.129182,0.037846,3
"A","2.2_ref",9,"141142",2,62,12,28,32,0.129508,0.14948,15
"A","2.2_ref",9,"143144",2,107,79,81,65,0.15169,0.104499,29
"A","2.2_ref",9,"145146",2,42,18,25,22,0.138551,0.100901,9
"A","2.4_ref",3,"003004",2,37,8,19,13,0.008046,0.153606,5
"A","2.4_ref",3,"005006",2,37,5,17,14,0.104875,0.0838,1
"A","2.4_ref",3,"007008",2,28,8,19,9,0.200124,0.120151,3
"A","2.4_ref",3,"009010",2,19,15,29,5,0.150733,0.156436,3
"A","2.4_ref",3,"013014",2,28,5,26,13,0.106601,0.186248,5
"A","2.4_ref",3,"015016",2,13,3,9,7,0,0.043937,2
"A","2.4_ref",3,"017018",2,16,4,17,20,0.101579,0.182133,3
"A","2.4_ref",3,"019020",2,23,7,18,15,0.09133,0.112765,6
"A","2.4_ref",3,"021022",2,23,15,14,22,0.092917,0,3
"A","2.4_ref",3,"025026",2,24,4,20,11,0.118465,0.180835,1
"A","2.4_ref",3,"027028",2,8,8,3,7,0.0622,0.07631,1
"A","2.4_ref",3,"035036",2,16,4,10,6,0.140098,0.160293,1
"A","2.4_ref",3,"037038",2,22,5,14,9,0.084761,0,5
"A","2.4_ref",3,"039040",2,7,9,8,10,0.101471,0.11744,1
"A","2.4_ref",3,"041042",2,110,53,72,34,0.136174,0.150416,13
"A","2.4_ref",3,"043044",2,30,12,18,20,0.16773,0.128743,5
"A","2.4_ref",3,"045046",2,8,1,5,3,0.042098,0.13861,1
"A","2.4_ref",3,"047048",2,2,5,10,7,0.013922,0,1
"A","2.4_ref",3,"049050",2,29,7,23,7,0.314471,0.131414,5
"A","2.4_ref",3,"051052",2,19,7,17,1,0.207003,0.111655,5
"A","2.4_ref",3,"053054",2,22,6,14,11,0.096537,0.119082,3
"A","2.4_ref",3,"055056",2,6,10,8,9,0.046476,0.115542,1
"A","2.4_ref",3,"057058",2,19,8,14,8,0.1393,0.242502,1
"A","2.4_ref",3,"063064",2,32,4,24,5,0.101662,0.138725,1
"A","2.4_ref",3,"065066",2,10,11,13,4,0.083985,0.078438,3
"A","2.4_ref",3,"067068",2,7,4,8,2,0.117027,0.133936,1
"A","2.4_ref",3,"069070",2,33,8,9,12,0.103496,0.158784,9
"A","2.4_ref",3,"075076",2,11,11,4,3,0.156244,0.135733,2
"A","2.4_ref",3,"077078",2,40,7,15,8,0.141199,0.120965,7
"A","2.4_ref",3,"081082",2,13,12,20,13,0,0.027478,3
"A","2.4_ref",3,"099100",2,34,11,15,13,0.068602,0.076568,5
"A","2.4_ref",3,"101102",2,15,3,14,8,0.092155,0,1
"A","2.4_ref",3,"107108",2,12,12,4,14,0.094061,0.126994,5
"A","2.4_ref",3,"109110",2,30,34,27,33,0.085021,0.143523,5
"A","2.4_ref",3,"119120",2,12,9,10,8,0.137903,0.148348,5
"A","2.4_ref",3,"121122",2,12,6,11,6,0.104314,0.180868,2
"A","2.4_ref",3,"123124",2,12,16,11,11,0.113274,0.119658,5
"A","2.4_ref",3,"131132",2,2,3,8,4,0,0.22788,1
"A","2.4_ref",3,"135136",2,13,8,16,6,0.120121,0.100519,1
"A","2.4_ref",3,"141142",2,23,4,14,11,0.111265,0.170513,6
"A","2.4_ref",3,"143144",2,10,3,10,9,0.079642,0.089426,1
"A","2.4_ref",3,"145146",2,19,6,16,9,0.106907,0.14397,4
"A","2.6_ref",11,"003004",2,49,14,21,13,0.168739,0.208194,9
"A","2.6_ref",11,"005006",2,40,8,36,14,0.096117,0.062874,3
"A","2.6_ref",11,"007008",2,50,17,43,18,0.162435,0.094258,15
"A","2.6_ref",11,"009010",2,32,36,33,6,0.168078,0.114862,7
"A","2.6_ref",11,"013014",2,9,6,16,11,0.180716,0.090641,1
"A","2.6_ref",11,"015016",2,32,6,28,13,0.088092,0.047335,7
"A","2.6_ref",11,"017018",2,26,23,33,33,0.119997,0.065667,7
"A","2.6_ref",11,"019020",2,39,7,27,5,0.117716,0.081349,5
"A","2.6_ref",11,"021022",2,33,16,21,20,0.142374,0.1012,7
"A","2.6_ref",11,"025026",2,34,4,25,14,0.123061,0.077389,1
"A","2.6_ref",11,"027028",2,37,9,23,14,0.114552,0.096428,5
"A","2.6_ref",11,"035036",2,18,9,2,12,0.07481,0.111005,1
"A","2.6_ref",11,"037038",2,39,11,29,14,0.075436,0,5
"A","2.6_ref",11,"039040",2,13,8,9,11,0.06865,0.104015,3
"A","2.6_ref",11,"041042",2,45,4,36,21,0.089801,0.01326,1
"A","2.6_ref",11,"043044",2,16,9,17,6,0.128668,0.126727,5
"A","2.6_ref",11,"045046",2,39,6,21,9,0.084838,0.049945,5
"A","2.6_ref",11,"047048",2,14,14,23,12,0.059275,0,5
"A","2.6_ref",11,"049050",2,30,6,19,9,0.135008,0.07726,3
"A","2.6_ref",11,"051052",2,36,14,29,3,0.159259,0.11954,5
"A","2.6_ref",11,"053054",2,35,4,25,1,0.119045,0.064897,1
"A","2.6_ref",11,"055056",2,46,11,19,16,0.162679,0.105992,5
"A","2.6_ref",11,"057058",2,30,8,20,11,0.241669,0.141197,1
"A","2.6_ref",11,"063064",2,41,4,33,31,0.0963,0.065464,1
"A","2.6_ref",11,"065066",2,19,4,13,4,0.145625,0.06389,1
"A","2.6_ref",11,"067068",2,26,2,22,26,0.153913,0.111804,3
"A","2.6_ref",11,"069070",2,28,6,6,16,0.084628,0.151683,4
"A","2.6_ref",11,"075076",2,13,10,4,7,0.078775,0.070341,4
"A","2.6_ref",11,"077078",2,27,4,14,4,0.088822,0.068557,5
"A","2.6_ref",11,"081082",2,26,25,25,24,0,0.109282,7
"A","2.6_ref",11,"099100",2,34,8,14,8,0.079942,0.050987,7
"A","2.6_ref",11,"101102",2,36,5,13,16,0.108373,0,5
"A","2.6_ref",11,"107108",2,13,15,10,9,0.176531,0.141961,7
"A","2.6_ref",11,"109110",2,9,12,28,17,0.06678,0.052631,3
"A","2.6_ref",11,"119120",2,34,14,21,7,0.088897,0.103083,13
"A","2.6_ref",11,"121122",2,19,10,9,9,0.072267,0.112118,1
"A","2.6_ref",11,"123124",2,55,27,27,13,0.098046,0.058984,5
"A","2.6_ref",11,"131132",2,11,11,14,10,0.200356,0.102746,5
"A","2.6_ref",11,"135136",2,32,2,22,11,0.139773,0.069765,1
"A","2.6_ref",11,"141142",2,36,4,16,14,0.105456,0.169243,6
"A","2.6_ref",11,"143144",2,29,19,31,11,0.162456,0.062325,5
"A","2.6_ref",11,"145146",2,14,9,3,6,0.14359,0.135915,5
"A","2.8_ref",7,"003004",2,46,11,24,21,0.130087,0.160893,5
"A","2.8_ref",7,"005006",2,10,5,16,7,0.035748,0.19522,1
"A","2.8_ref",7,"007008",2,10,3,15,14,0,0.104578,1
"A","2.8_ref",7,"009010",2,18,5,41,13,0.129235,0.073755,1
"A","2.8_ref",7,"013014",2,12,7,18,19,0.157033,0.232358,4
"A","2.8_ref",7,"015016",2,22,5,21,5,0,0.092025,3
"A","2.8_ref",7,"017018",2,17,10,17,18,0.123083,0.11517,1
"A","2.8_ref",7,"019020",2,45,12,36,5,0.182214,0.097257,7
"A","2.8_ref",7,"021022",2,37,16,22,20,0.098386,0,5
"A","2.8_ref",7,"025026",2,42,12,33,22,0.091798,0.082299,3
"A","2.8_ref",7,"027028",2,151,51,93,43,0.126684,0.307694,23
"A","2.8_ref",7,"035036",2,18,3,5,9,0.048047,0.078007,1
"A","2.8_ref",7,"037038",2,26,10,12,16,0.073801,0,3
"A","2.8_ref",7,"039040",2,8,1,11,9,0.027708,0.177716,1
"A","2.8_ref",7,"041042",2,39,3,30,11,0.061828,0.174093,3
"A","2.8_ref",7,"043044",2,23,3,15,6,0.104819,0.006735,3
"A","2.8_ref",7,"045046",2,12,3,6,6,0.132571,0.103537,1
"A","2.8_ref",7,"047048",2,14,7,13,5,0.080534,0,3
"A","2.8_ref",7,"049050",2,27,4,21,7,0.165311,0.112638,5
"A","2.8_ref",7,"051052",2,37,14,26,8,0.151633,0.363572,5
"A","2.8_ref",7,"053054",2,20,7,20,4,0.05397,0.040316,3
"A","2.8_ref",7,"055056",2,36,42,72,29,0.151667,0.076409,9
"A","2.8_ref",7,"057058",2,25,7,17,8,0.154887,0.138515,6
"A","2.8_ref",7,"063064",2,46,6,30,6,0.065177,0.11781,3
"A","2.8_ref",7,"065066",2,14,10,14,5,0.120541,0.093168,3
"A","2.8_ref",7,"067068",2,21,8,12,10,0.137415,0.099561,3
"A","2.8_ref",7,"069070",2,12,7,5,7,0.045264,0.164851,3
"A","2.8_ref",7,"075076",2,33,8,11,11,0.098266,0.099796,6
"A","2.8_ref",7,"077078",2,16,5,12,3,0.121532,0.096456,3
"A","2.8_ref",7,"081082",2,19,14,18,19,0,0.14994,3
"A","2.8_ref",7,"099100",2,36,17,31,6,0.108088,0.117147,3
"A","2.8_ref",7,"101102",2,13,3,7,8,0.073469,0.078173,1
"A","2.8_ref",7,"107108",2,23,12,14,8,0.135571,0.201568,6
"A","2.8_ref",7,"109110",2,6,6,16,11,0.051473,0.086151,4
"A","2.8_ref",7,"119120",2,5,6,7,2,0.111891,0.154751,3
"A","2.8_ref",7,"121122",2,9,5,5,3,0.127,0.17376,1
"A","2.8_ref",7,"123124",2,19,8,11,8,0.118001,0.075459,3
"A","2.8_ref",7,"131132",2,12,10,14,6,0.149194,0.24289,3
"A","2.8_ref",7,"135136",2,14,5,15,1,0.127738,0.034743,1
"A","2.8_ref",7,"141142",2,34,2,23,16,0.101494,0.103469,3
"A","2.8_ref",7,"143144",2,54,28,30,29,0.163658,0.135214,9
"A","2.8_ref",7,"145146",2,27,5,8,12,0.173401,0.113368,7
"A","3.10_ref",2,"003004",3,10,3,7,2,0.143482,0.07106,1
"A","3.10_ref",2,"005006",3,16,1,12,6,0.051949,0.054733,1
"A","3.10_ref",2,"007008",3,14,2,16,7,0,0.082389,1
"A","3.10_ref",2,"009010",3,26,13,18,15,0.066089,0.071797,4
"A","3.10_ref",2,"013014",3,13,21,13,9,0.085543,0.121787,5
"A","3.10_ref",2,"015016",3,13,10,16,4,0.060023,0.138883,5
"A","3.10_ref",2,"017018",3,20,5,15,17,0.110565,0.070141,3
"A","3.10_ref",2,"019020",3,11,4,8,4,0.095057,0.014449,1
"A","3.10_ref",2,"021022",3,25,9,5,10,0.21029,0.075617,3
"A","3.10_ref",2,"025026",3,3,2,5,4,0.045755,0.068528,1
"A","3.10_ref",2,"027028",3,17,7,9,4,0.137619,0.099558,7
"A","3.10_ref",2,"035036",3,10,3,11,8,0.035702,0.091006,1
"A","3.10_ref",2,"037038",3,11,4,6,3,0.052201,0.141066,1
"A","3.10_ref",2,"039040",3,7,8,4,1,0.094255,0.161617,1
"A","3.10_ref",2,"041042",3,16,3,12,13,0.054256,0.072621,1
"A","3.10_ref",2,"043044",3,23,2,14,2,0.094383,0.00643,1
"A","3.10_ref",2,"045046",3,51,23,37,18,0.154436,0.117896,11
"A","3.10_ref",2,"047048",3,18,5,21,12,0.076107,0,3
"A","3.10_ref",2,"049050",3,29,4,23,11,0.136901,0.060066,5
"A","3.10_ref",2,"051052",3,18,7,12,2,0.254295,0.070306,3
"A","3.10_ref",2,"053054",3,45,5,23,13,0.125673,0.11889,3
"A","3.10_ref",2,"055056",3,12,14,12,8,0.139244,0.05963,6
"A","3.10_ref",2,"057058",3,35,10,22,6,0.151176,0.126894,7
"A","3.10_ref",2,"063064",3,13,4,15,2,0.059331,0.167508,2
"A","3.10_ref",2,"065066",3,16,2,12,1,0.050449,0.052878,2
"A","3.10_ref",2,"067068",3,19,4,13,14,0.139221,0.150413,3
"A","3.10_ref",2,"069070",3,14,4,4,1,0.112453,0.254493,1
"A","3.10_ref",2,"075076",3,14,16,6,8,0.133283,0.118234,9
"A","3.10_ref",2,"077078",3,29,6,13,5,0.133904,0.122168,5
"A","3.10_ref",2,"081082",3,9,6,11,5,0.000987,0.147976,2
"A","3.10_ref",2,"099100",3,10,4,12,5,0.067685,0.091581,1
"A","3.10_ref",2,"101102",3,9,1,6,5,0.031342,0,1
"A","3.10_ref",2,"107108",3,15,3,12,12,0.107668,0.070173,3
"A","3.10_ref",2,"109110",3,16,13,16,12,0.094061,0.10647,5
"A","3.10_ref",2,"119120",3,22,17,16,12,0.091253,0.133809,5
"A","3.10_ref",2,"121122",3,12,3,11,5,0.064661,0.100369,3
"A","3.10_ref",2,"123124",3,10,9,4,1,0.111623,0.075227,3
"A","3.10_ref",2,"131132",3,5,5,11,7,0.202712,0.1642,1
"A","3.10_ref",2,"135136",3,23,4,21,3,0.117865,0.057884,1
"A","3.10_ref",2,"141142",3,34,10,31,26,0.130164,0.108809,8
"A","3.10_ref",2,"143144",3,7,13,9,12,0.100964,0.066999,5
"A","3.10_ref",2,"145146",3,11,12,13,5,0.13791,0.127056,3
"A","3.12_ref",6,"003004",3,5,1,5,3,0.124836,0.084245,1
"A","3.12_ref",6,"005006",3,29,2,9,7,0.062052,0,1
"A","3.12_ref",6,"007008",3,15,5,22,15,0,0.143287,3
"A","3.12_ref",6,"009010",3,16,15,14,18,0.082172,0.103673,7
"A","3.12_ref",6,"013014",3,12,8,12,3,0.072304,0.058261,3
"A","3.12_ref",6,"015016",3,17,8,17,8,0.065012,0,1
"A","3.12_ref",6,"017018",3,20,7,20,17,0.134593,0.050539,3
"A","3.12_ref",6,"019020",3,19,9,16,3,0.075207,0.079055,5
"A","3.12_ref",6,"021022",3,5,6,3,6,0.119937,0.189289,1
"A","3.12_ref",6,"025026",3,15,6,16,6,0.070219,0.167569,1
"A","3.12_ref",6,"027028",3,6,5,2,3,0.025981,0.08432,1
"A","3.12_ref",6,"035036",3,8,3,8,9,0,0.077861,1
"A","3.12_ref",6,"037038",3,24,8,9,14,0.06684,0,3
"A","3.12_ref",6,"039040",3,10,5,13,12,0.073973,0.210842,1
"A","3.12_ref",6,"041042",3,9,3,8,5,0.053343,0.150043,1
"A","3.12_ref",6,"043044",3,8,5,10,1,0.084364,0.150607,1
"A","3.12_ref",6,"045046",3,10,3,4,4,0.097632,0.086625,1
"A","3.12_ref",6,"047048",3,22,15,25,17,0.145118,0.032657,4
"A","3.12_ref",6,"049050",3,24,8,12,2,0.094407,0.108696,3
"A","3.12_ref",6,"051052",3,5,4,9,2,0.157965,0.11638,1
"A","3.12_ref",6,"053054",3,33,4,22,11,0.113287,0.087636,1
"A","3.12_ref",6,"055056",3,17,9,11,13,0.130822,0.075601,3
"A","3.12_ref",6,"057058",3,18,18,10,5,0.15113,0.170193,3
