"director","trial","target","pair","round","peaks1","peaks2","gesture1","gesture2","range1","range2","transitions"
"A","6.2_ref",11,"145146",6,10,10,7,7,0.173073,0.144084,1
"A","6.4_ref",7,"003004",6,16,5,9,6,0.124098,0.092846,3
"A","6.4_ref",7,"005006",6,10,1,5,10,0.057526,0.013202,1
"A","6.4_ref",7,"007008",6,4,2,13,8,0,0.07075,1
"A","6.4_ref",7,"009010",6,14,5,19,16,0.074811,0.190179,1
"A","6.4_ref",7,"013014",6,8,7,11,4,0.163915,0.203258,1
"A","6.4_ref",7,"015016",6,8,2,10,7,0.056043,0.129232,1
"A","6.4_ref",7,"017018",6,10,2,11,9,0.148293,0,1
"A","6.4_ref",7,"019020",6,22,5,9,3,0.08672,0.083897,1
"A","6.4_ref",7,"021022",6,30,9,20,17,0.115212,0.077305,3
"A","6.4_ref",7,"025026",6,5,2,6,4,0.080148,0.042191,1
"A","6.4_ref",7,"027028",6,4,9,11,3,0.00936,0.156554,1
"A","6.4_ref",7,"035036",6,10,4,2,13,0.024127,0.203106,1
"A","6.4_ref",7,"037038",6,18,2,11,9,0.058704,0,1
"A","6.4_ref",7,"039040",6,0,1,1,4,0,0.04101,1
"A","6.4_ref",7,"041042",6,5,5,8,16,0.136714,0.103139,1
"A","6.4_ref",7,"043044",6,13,3,14,6,0.087075,0.046517,1
"A","6.4_ref",7,"045046",6,14,2,8,3,0,0.128396,3
"A","6.4_ref",7,"047048",6,14,2,13,9,0.042823,0.013881,1
"A","6.4_ref",7,"049050",6,0,0,12,5,0.142218,0.21198,1
"A","6.4_ref",7,"051052",6,21,5,17,1,0.109733,0.097437,3
"A","6.4_ref",7,"053054",6,6,3,9,2,0.050691,0.128316,1
"A","6.4_ref",7,"055056",6,18,7,17,5,0.130044,0.170635,1
"A","6.4_ref",7,"057058",6,11,5,12,4,0.179666,0.159373,1
"A","6.4_ref",7,"063064",6,28,3,30,7,0.050561,0.164161,1
"A","6.4_ref",7,"065066",6,4,2,8,4,0.166545,0.050406,1
"A","6.4_ref",7,"067068",6,15,3,12,8,0.144646,0.108355,3
"A","6.4_ref",7,"069070",6,5,4,4,2,0.072026,0.117499,2
"A","6.4_ref",7,"075076",6,16,3,1,5,0.13619,0.211073,2
"A","6.4_ref",7,"077078",6,13,8,7,3,0.050598,0.069469,3
"A","6.4_ref",7,"081082",6,8,2,9,1,0,0,1
"A","6.4_ref",7,"099100",6,10,4,10,6,0.031103,0.143633,1
"A","6.4_ref",7,"101102",6,5,1,6,6,0.06734,0,1
"A","6.4_ref",7,"107108",6,11,4,8,10,0.110565,0.129292,3
"A","6.4_ref",7,"109110",6,6,5,11,11,0.042446,0.099205,1
"A","6.4_ref",7,"119120",6,4,2,8,6,0.04951,0.070982,3
"A","6.4_ref",7,"121122",6,10,4,11,10,0.130644,0.05253,2
"A","6.4_ref",7,"123124",6,3,8,10,5,0.00746,0.081142,2
"A","6.4_ref",7,"131132",6,4,11,17,11,0.068286,0.164609,9
"A","6.4_ref",7,"135136",6,4,4,7,4,0.091781,0.081939,1
"A","6.4_ref",7,"141142",6,21,1,18,14,0.140327,0.03192,2
"A","6.4_ref",7,"143144",6,8,4,9,4,0.083344,0.064745,2
"A","6.4_ref",7,"145146",6,8,7,6,8,0.121904,0.126807,3
"A","6.6_ref",3,"003004",6,7,5,5,5,0.149763,0.066235,1
"A","6.6_ref",3,"005006",6,22,2,9,11,0.045143,0,1
"A","6.6_ref",3,"007008",6,5,2,10,7,0,0.073643,1
"A","6.6_ref",3,"009010",6,6,10,11,11,0.043155,0.026557,1
"A","6.6_ref",3,"013014",6,9,4,10,4,0.081987,0.113742,3
"A","6.6_ref",3,"015016",6,6,3,7,1,0.091025,0.021458,3
"A","6.6_ref",3,"017018",6,8,6,12,4,0.054017,0.134886,1
"A","6.6_ref",3,"019020",6,15,3,2,2,0.089819,0.003968,2
"A","6.6_ref",3,"021022",6,5,11,7,7,0.069605,0.122871,3
"A","6.6_ref",3,"025026",6,12,3,11,6,0.037108,0.019754,1
"A","6.6_ref",3,"027028",6,2,3,10,9,0.048011,0.059942,3
"A","6.6_ref",3,"035036",6,4,3,5,5,0.13847,0.226513,1
"A","6.6_ref",3,"037038",6,6,2,1,12,0.021689,0,1
"A","6.6_ref",3,"039040",6,10,2,5,6,0.071711,0.021095,1
"A","6.6_ref",3,"041042",6,19,4,16,13,0.137853,0.210869,1
"A","6.6_ref",3,"043044",6,2,3,10,5,0.056052,0,1
"A","6.6_ref",3,"045046",6,3,3,5,3,0,0.052305,1
"A","6.6_ref",3,"047048",6,3,2,12,10,0.222669,0,1
"A","6.6_ref",3,"049050",6,0,0,7,5,0.118931,0.042828,1
"A","6.6_ref",3,"051052",6,3,6,5,1,0.123069,0.146649,1
"A","6.6_ref",3,"053054",6,5,5,12,5,0.057577,0.111157,1
"A","6.6_ref",3,"055056",6,5,11,9,13,0.164045,0.105626,1
"A","6.6_ref",3,"057058",6,7,3,10,1,0.175935,0.082088,2
"A","6.6_ref",3,"063064",6,6,7,15,2,0.049758,0.151773,1
"A","6.6_ref",3,"065066",6,5,3,15,4,0.045982,0.027556,1
"A","6.6_ref",3,"067068",6,3,3,12,1,0.143622,0.063082,1
"A","6.6_ref",3,"069070",6,15,3,7,6,0.128044,0.110104,1
"A","6.6_ref",3,"075076",6,9,7,6,3,0.224558,0.032307,1
"A","6.6_ref",3,"077078",6,7,7,8,4,0.036785,0.176216,1
"A","6.6_ref",3,"081082",6,3,1,3,6,0,0,1
"A","6.6_ref",3,"099100",6,6,5,1,4,0.034249,0.091926,1
"A","6.6_ref",3,"101102",6,5,1,9,2,0.063713,0,1
"A","6.6_ref",3,"107108",6,11,3,6,4,0.111509,0.121838,3
"A","6.6_ref",3,"109110",6,9,3,10,9,0.124341,0.123377,1
"A","6.6_ref",3,"119120",6,5,3,11,4,0.01405,0.101166,3
"A","6.6_ref",3,"121122",6,9,3,9,2,0.085535,0.108997,1
"A","6.6_ref",3,"123124",6,4,8,13,9,0.034536,0.026452,1
"A","6.6_ref",3,"131132",6,2,8,6,4,0.003808,0.164848,1
"A","6.6_ref",3,"135136",6,10,7,12,7,0.147477,0.025837,1
"A","6.6_ref",3,"141142",6,19,6,12,16,0.126557,0.164618,1
"A","6.6_ref",3,"143144",6,3,4,10,5,0.063326,0.039566,1
"A","6.6_ref",3,"145146",6,5,4,8,3,0.188772,0.150564,1
"A","6.8_ref",13,"003004",6,7,4,5,5,0.161976,0.111316,1
"A","6.8_ref",13,"005006",6,11,1,4,2,0.041097,0.030364,1
"A","6.8_ref",13,"007008",6,7,2,11,5,0.061446,0.104852,3
"A","6.8_ref",13,"009010",6,4,1,12,4,0.033507,0.045696,1
"A","6.8_ref",13,"013014",6,64,26,67,14,0.165885,0.146164,14
"A","6.8_ref",13,"015016",6,15,3,13,13,0,0,2
"A","6.8_ref",13,"017018",6,5,5,11,10,0.026726,0.088903,1
"A","6.8_ref",13,"019020",6,15,5,2,8,0.067905,0.006912,1
"A","6.8_ref",13,"021022",6,32,3,20,21,0.106899,0.091111,4
"A","6.8_ref",13,"025026",6,7,5,8,5,0.049387,0.069534,1
"A","6.8_ref",13,"027028",6,5,2,7,7,0.147959,0.115909,1
"A","6.8_ref",13,"035036",6,4,3,3,5,0.008591,0.11853,1
"A","6.8_ref",13,"037038",6,12,2,6,10,0.047223,0,1
"A","6.8_ref",13,"039040",6,8,2,10,6,0.058407,0.0415,1
"A","6.8_ref",13,"041042",6,7,2,7,8,0.087578,0.033635,1
"A","6.8_ref",13,"043044",6,15,2,11,7,0.095772,0,1
"A","6.8_ref",13,"045046",6,14,3,12,4,0,0.120353,3
"A","6.8_ref",13,"047048",6,7,3,9,10,0.148371,0.042833,1
"A","6.8_ref",13,"049050",6,0,0,10,2,0.115658,0.161846,3
"A","6.8_ref",13,"051052",6,9,5,10,1,0.159434,0.094194,3
"A","6.8_ref",13,"053054",6,10,3,7,2,0.052344,0.137525,1
"A","6.8_ref",13,"055056",6,4,6,5,5,0.10819,0.155922,1
"A","6.8_ref",13,"057058",6,16,5,9,3,0.160859,0.161139,3
"A","6.8_ref",13,"063064",6,6,4,9,6,0.048013,0.131504,1
"A","6.8_ref",13,"065066",6,8,3,7,3,0.069248,0.057914,1
"A","6.8_ref",13,"067068",6,5,5,6,8,0.175581,0.129311,2
"A","6.8_ref",13,"069070",6,16,5,4,7,0.112162,0.092159,1
"A","6.8_ref",13,"075076",6,20,9,3,10,0.109731,0.103297,4
"A","6.8_ref",13,"077078",6,8,3,8,3,0.044479,0.205307,2
"A","6.8_ref",13,"081082",6,7,4,16,6,0,0.045439,1
"A","6.8_ref",13,"099100",6,6,4,2,5,0.050343,0.132988,1
"A","6.8_ref",13,"101102",6,4,2,9,2,0.010375,0,1
"A","6.8_ref",13,"107108",6,10,4,12,9,0.091329,0.089282,4
"A","6.8_ref",13,"109110",6,5,5,17,7,0.084623,0,1
"A","6.8_ref",13,"119120",6,11,8,10,15,0.093694,0.0984,3
"A","6.8_ref",13,"121122",6,11,5,14,9,0.081327,0.094978,3
"A","6.8_ref",13,"123124",6,4,3,6,7,0.098692,0.102314,1
"A","6.8_ref",13,"131132",6,4,3,10,4,0.050892,0.149467,1
"A","6.8_ref",13,"135136",6,7,3,7,2,0.122989,0.035377,1
"A","6.8_ref",13,"141142",6,13,4,7,5,0.076988,0.113407,1
"A","6.8_ref",13,"143144",6,3,5,6,4,0.059971,0.165982,1
"A","6.8_ref",13,"145146",6,9,4,12,2,0.15205,0.139019,3
"B","1.1_ref",9,"003004",1,43,91,41,42,0.133026,0.128168,17
"B","1.1_ref",9,"005006",1,74,118,14,38,0.087866,0.138917,21
"B","1.1_ref",9,"007008",1,214,191,116,101,0.105554,0.11004,61
"B","1.1_ref",9,"009010",1,72,108,108,38,0.227228,0.301625,15
"B","1.1_ref",9,"013014",1,26,64,78,48,0.126359,0.187521,20
"B","1.1_ref",9,"015016",1,39,59,35,48,0.016937,0.129011,16
"B","1.1_ref",9,"017018",1,32,132,100,162,0.15632,0.098366,7
"B","1.1_ref",9,"019020",1,87,58,66,117,0.113928,0.157854,17
"B","1.1_ref",9,"021022",1,53,159,63,110,0.115414,0.154644,17
"B","1.1_ref",9,"025026",1,32,73,44,72,0.128541,0.08281,12
"B","1.1_ref",9,"027028",1,19,50,25,16,0.089953,0.145262,7
"B","1.1_ref",9,"035036",1,66,85,58,74,0.13844,0.159965,14
"B","1.1_ref",9,"037038",1,45,52,31,22,0.099981,0.144627,12
"B","1.1_ref",9,"039040",1,17,41,15,23,0.116399,0.078885,8
"B","1.1_ref",9,"041042",1,44,38,24,7,0.118014,0.182185,14
"B","1.1_ref",9,"043044",1,68,50,43,39,0.19477,0.187698,18
"B","1.1_ref",9,"045046",1,21,26,26,24,0.066649,0.094485,9
"B","1.1_ref",9,"047048",1,36,41,43,21,0.227448,0.080467,11
"B","1.1_ref",9,"049050",1,17,101,53,53,0.219583,0.117082,17
"B","1.1_ref",9,"051052",1,35,60,30,32,0.155361,0.101552,15
"B","1.1_ref",9,"053054",1,42,52,59,9,0.108308,0.098964,9
"B","1.1_ref",9,"055056",1,49,82,53,79,0.126664,0.083465,20
"B","1.1_ref",9,"057058",1,82,118,37,64,0.165906,0.153715,40
"B","1.1_ref",9,"063064",1,22,58,29,29,0.071447,0.129399,11
"B","1.1_ref",9,"065066",1,91,38,107,30,0.15762,0.088262,22
"B","1.1_ref",9,"067068",1,41,106,52,31,0.111096,0.102748,17
"B","1.1_ref",9,"069070",1,49,62,7,68,0.109805,0.186903,17
"B","1.1_ref",9,"075076",1,30,61,10,28,0.109205,0.11856,14
"B","1.1_ref",9,"077078",1,37,85,39,58,0.093705,0.121585,17
"B","1.1_ref",9,"081082",1,80,195,24,104,0.123027,0.103279,30
"B","1.1_ref",9,"099100",1,29,69,9,0,0.031071,0.140634,9
"B","1.1_ref",9,"101102",1,61,87,42,33,0.137859,0.085101,18
"B","1.1_ref",9,"107108",1,38,56,22,47,0.148661,0.10636,10
"B","1.1_ref",9,"109110",1,54,70,63,69,0.182728,0.149415,32
"B","1.1_ref",9,"119120",1,18,66,15,14,0.091884,0.138096,7
"B","1.1_ref",9,"121122",1,28,33,16,27,0.083489,0.105058,7
"B","1.1_ref",9,"123124",1,95,155,99,94,0.134386,0.126566,37
"B","1.1_ref",9,"131132",1,81,119,85,95,0.174586,0.182232,32
"B","1.1_ref",9,"135136",1,44,37,27,20,0.130722,0.065295,11
"B","1.1_ref",9,"141142",1,156,112,106,206,0.154517,0.172867,29
"B","1.1_ref",9,"143144",1,68,145,98,25,0.117319,0.092045,33
"B","1.1_ref",9,"145146",1,103,177,18,122,0.190987,0.128529,39
"B","1.11_ref",5,"003004",1,30,73,24,35,0.149604,0.156493,15
"B","1.11_ref",5,"005006",1,43,75,43,32,0.085185,0.130968,13
"B","1.11_ref",5,"007008",1,41,50,57,25,0.103598,0.099576,13
"B","1.11_ref",5,"009010",1,20,60,37,19,0.066222,0.18978,9
"B","1.11_ref",5,"013014",1,31,96,29,36,0.20111,0.230145,19
"B","1.11_ref",5,"015016",1,16,62,32,42,0.120811,0.186004,13
"B","1.11_ref",5,"017018",1,18,67,25,49,0.097568,0.131469,5
"B","1.11_ref",5,"019020",1,15,45,35,39,0.084688,0.132696,16
"B","1.11_ref",5,"021022",1,12,82,36,51,0,0.129306,7
"B","1.11_ref",5,"025026",1,32,64,54,67,0.121616,0.13103,7
"B","1.11_ref",5,"027028",1,57,130,40,92,0.150179,0.145775,15
"B","1.11_ref",5,"035036",1,21,68,31,45,0.119553,0.146192,9
"B","1.11_ref",5,"037038",1,30,50,28,32,0.402626,0.106036,7
"B","1.11_ref",5,"039040",1,16,29,32,14,0.080561,0.169852,4
"B","1.11_ref",5,"041042",1,26,60,22,40,0.100064,0.157119,9
"B","1.11_ref",5,"043044",1,34,38,22,27,0.12568,0.103231,12
"B","1.11_ref",5,"045046",1,72,93,40,71,0.15292,0.173596,19
"B","1.11_ref",5,"047048",1,48,43,52,15,0.138086,0.158594,15
"B","1.11_ref",5,"049050",1,25,86,43,42,0.137204,0.130952,11
"B","1.11_ref",5,"051052",1,79,105,71,50,0.14864,0.085319,25
"B","1.11_ref",5,"053054",1,9,43,13,18,0.141689,0.097665,6
"B","1.11_ref",5,"055056",1,85,144,77,81,0.175065,0.131662,18
"B","1.11_ref",5,"057058",1,61,66,36,49,0.136173,0.214422,23
"B","1.11_ref",5,"063064",1,30,74,33,37,0.068493,0.094863,9
"B","1.11_ref",5,"065066",1,13,34,4,27,0.155633,0.343337,9
"B","1.11_ref",5,"067068",1,7,43,18,14,0.058904,0.129549,3
"B","1.11_ref",5,"069070",1,19,37,6,32,0.066151,0.183947,7
"B","1.11_ref",5,"075076",1,30,47,5,3,0.131166,0.108587,8
"B","1.11_ref",5,"077078",1,29,137,52,84,0.10374,0.149602,13
"B","1.11_ref",5,"081082",1,14,19,13,12,0,0.153559,3
"B","1.11_ref",5,"099100",1,62,65,22,46,0.117973,0.235213,17
"B","1.11_ref",5,"101102",1,24,74,48,66,0.076978,0.119698,7
"B","1.11_ref",5,"107108",1,57,135,46,89,0.120519,0.127471,15
"B","1.11_ref",5,"109110",1,54,54,53,49,0.134156,0.140176,11
"B","1.11_ref",5,"119120",1,32,79,36,51,0.181257,0.134364,7
"B","1.11_ref",5,"121122",1,27,51,29,51,0.106969,0.150127,13
"B","1.11_ref",5,"123124",1,7,34,10,18,0.099302,0.097008,1
"B","1.11_ref",5,"131132",1,224,258,162,190,0.198787,0.184223,61
"B","1.11_ref",5,"135136",1,36,47,45,80,0.143592,0.213191,9
"B","1.11_ref",5,"141142",1,44,65,45,47,0.070276,0.173589,7
"B","1.11_ref",5,"143144",1,122,187,102,108,0.163824,0.127613,35
"B","1.11_ref",5,"145146",1,44,55,19,28,0.151914,0.121237,15
"B","1.13_ref",7,"003004",1,10,35,13,15,0.185302,0.109999,5
"B","1.13_ref",7,"005006",1,5,10,10,5,0.051621,0.092526,2
"B","1.13_ref",7,"007008",1,87,107,74,69,0.20744,0.102108,17
"B","1.13_ref",7,"009010",1,21,67,37,22,0.10077,0.093188,11
"B","1.13_ref",7,"013014",1,7,27,21,5,0.101174,0.08196,3
"B","1.13_ref",7,"015016",1,14,46,26,29,0.088073,0.191681,9
"B","1.13_ref",7,"017018",1,15,40,11,34,0.138456,0.120779,5
"B","1.13_ref",7,"019020",1,11,31,8,25,0,0.112874,12
"B","1.13_ref",7,"021022",1,8,57,25,29,0.00357,0.155638,7
"B","1.13_ref",7,"025026",1,15,41,15,28,0.18197,0.088151,6
"B","1.13_ref",7,"027028",1,14,27,21,13,0.0971,0.109936,5
"B","1.13_ref",7,"035036",1,14,41,11,22,0.125494,0.097676,3
"B","1.13_ref",7,"037038",1,13,44,19,19,0.052925,0.059981,5
"B","1.13_ref",7,"039040",1,20,19,2,21,0.123103,0.131408,3
"B","1.13_ref",7,"041042",1,44,52,43,26,0.071752,0.178261,15
"B","1.13_ref",7,"043044",1,30,49,28,23,0.098646,0.170186,9
"B","1.13_ref",7,"045046",1,36,19,22,16,0.136744,0.257813,7
"B","1.13_ref",7,"047048",1,13,25,21,15,0.071872,0.112305,7
"B","1.13_ref",7,"049050",1,11,48,19,16,0.055211,0.124576,7
"B","1.13_ref",7,"051052",1,48,103,47,60,0.119267,0.108637,13
"B","1.13_ref",7,"053054",1,31,45,23,11,0.16503,0.086149,9
"B","1.13_ref",7,"055056",1,70,147,75,83,0.182226,0.387776,19
"B","1.13_ref",7,"057058",1,24,37,8,25,0.129736,0.183336,10
"B","1.13_ref",7,"063064",1,11,40,20,21,0.069003,0.098771,9
"B","1.13_ref",7,"065066",1,13,29,9,16,0.183677,0.150666,5
"B","1.13_ref",7,"067068",1,12,50,36,14,0.174487,0.111548,5
"B","1.13_ref",7,"069070",1,19,46,6,27,0.085575,0.149613,11
"B","1.13_ref",7,"075076",1,13,19,11,3,0.0797,0.112518,8
"B","1.13_ref",7,"077078",1,7,34,17,22,0.041595,0.152247,3
"B","1.13_ref",7,"081082",1,7,21,9,20,0,0.107648,3
"B","1.13_ref",7,"099100",1,34,48,8,26,0.084778,0.174473,11
"B","1.13_ref",7,"101102",1,9,30,22,20,0.030923,0.091729,3
"B","1.13_ref",7,"107108",1,37,54,23,40,0.142903,0.135709,11
"B","1.13_ref",7,"109110",1,13,18,19,15,0.130898,0.134887,3
"B","1.13_ref",7,"119120",1,11,13,6,14,0.125396,0.119001,10
"B","1.13_ref",7,"121122",1,21,18,15,31,0.153824,0.171431,7
"B","1.13_ref",7,"123124",1,10,34,11,23,0.069789,0.110634,2
"B","1.13_ref",7,"131132",1,37,72,29,48,0.196705,0.156947,9
"B","1.13_ref",7,"135136",1,9,20,14,21,0.076076,0.133671,5
"B","1.13_ref",7,"141142",1,33,26,24,26,0.072421,0.152522,10
"B","1.13_ref",7,"143144",1,31,148,68,82,0.128018,0.133576,23
"B","1.13_ref",7,"145146",1,20,46,19,29,0.097635,0.103501,7
"B","1.15_ref",1,"003004",1,12,30,11,16,0,0.13456,7
"B","1.15_ref",1,"005006",1,3,22,8,9,0.031947,0.166291,4
"B","1.15_ref",1,"007008",1,19,34,22,20,0.231763,0.095492,9
"B","1.15_ref",1,"009010",1,12,42,11,17,0.082881,0.105796,3
"B","1.15_ref",1,"013014",1,16,28,24,29,0.095783,0.176276,8
"B","1.15_ref",1,"015016",1,11,36,16,34,0.082583,0.117733,7
"B","1.15_ref",1,"017018",1,12,40,10,29,0.12747,0.102376,5
"B","1.15_ref",1,"019020",1,11,25,28,22,0,0.120273,6
"B","1.15_ref",1,"021022",1,13,43,21,15,0,0.118757,3
"B","1.15_ref",1,"025026",1,4,36,14,26,0.164959,0.138106,3
"B","1.15_ref",1,"027028",1,19,25,12,18,0.112009,0.187434,5
"B","1.15_ref",1,"035036",1,19,48,27,39,0.150951,0.144307,7
"B","1.15_ref",1,"037038",1,10,39,11,18,0.020434,0,3
"B","1.15_ref",1,"039040",1,25,18,11,1,0.213706,0.205077,3
"B","1.15_ref",1,"041042",1,22,58,14,14,0.168747,0.178152,11
"B","1.15_ref",1,"043044",1,17,43,18,16,0.067544,0.139088,9
"B","1.15_ref",1,"045046",1,13,39,15,29,0.129179,0.111855,1
"B","1.15_ref",1,"047048",1,18,22,18,7,0.099708,0,5
"B","1.15_ref",1,"049050",1,8,57,22,19,0.104663,0.130143,7
"B","1.15_ref",1,"051052",1,16,43,19,15,0.128323,0.074499,5
"B","1.15_ref",1,"053054",1,15,53,32,10,0.147731,0.067355,10
"B","1.15_ref",1,"055056",1,19,74,19,31,0,0.132935,5
"B","1.15_ref",1,"057058",1,29,35,10,21,0.183934,0.163947,11
"B","1.15_ref",1,"063064",1,7,47,28,23,0.159659,0.077738,3
"B","1.15_ref",1,"065066",1,31,73,12,37,0.194538,0.089489,7
"B","1.15_ref",1,"067068",1,13,38,5,18,0.049471,0.098362,5
"B","1.15_ref",1,"069070",1,6,30,2,22,0.088643,0.155301,1
"B","1.15_ref",1,"075076",1,12,27,3,11,0.180145,0.131373,5
"B","1.15_ref",1,"077078",1,8,54,10,31,0.105175,0.132624,5
"B","1.15_ref",1,"081082",1,21,42,8,31,0.131621,0.085811,11
"B","1.15_ref",1,"099100",1,42,85,25,43,0.140833,0.124502,11
"B","1.15_ref",1,"101102",1,7,23,18,18,0.089491,0.068058,1
"B","1.15_ref",1,"107108",1,22,34,14,28,0.206217,0.125017,6
"B","1.15_ref",1,"109110",1,14,32,16,26,0.122452,0.125923,5
"B","1.15_ref",1,"119120",1,9,23,14,15,0.121769,0.11574,8
"B","1.15_ref",1,"121122",1,27,47,14,39,0.212069,0.107445,7
"B","1.15_ref",1,"123124",1,17,42,28,25,0,0.136646,13
"B","1.15_ref",1,"131132",1,16,22,18,19,0.106631,0.231236,7
"B","1.15_ref",1,"135136",1,12,21,10,17,0.088008,0.197685,5
"B","1.15_ref",1,"141142",1,34,57,45,51,0.090825,0.213465,17
"B","1.15_ref",1,"143144",1,25,68,39,41,0.217152,0.133709,9
"B","1.15_ref",1,"145146",1,10,33,8,30,0.126138,0.134046,9
"B","1.3_ref",15,"003004",1,28,84,19,56,0.176988,0.145446,7
"B","1.3_ref",15,"005006",1,19,42,4,13,0.085669,0.173343,5
"B","1.3_ref",15,"007008",1,26,37,24,28,0.152936,0.099845,15
"B","1.3_ref",15,"009010",1,43,80,42,50,0.198266,0.134167,13
"B","1.3_ref",15,"013014",1,16,34,19,25,0.287575,0.219832,11
"B","1.3_ref",15,"015016",1,9,19,14,14,0.048331,0.145986,8
"B","1.3_ref",15,"017018",1,19,67,25,56,0.125662,0.130109,7
"B","1.3_ref",15,"019020",1,35,54,36,32,0.166073,0.148102,20
"B","1.3_ref",15,"021022",1,14,45,3,19,0,0.158237,9
"B","1.3_ref",15,"025026",1,13,57,18,47,0.091854,0.08752,7
"B","1.3_ref",15,"027028",1,19,62,25,41,0.14704,0.14015,11
"B","1.3_ref",15,"035036",1,82,37,19,37,0.129356,0.146926,11
"B","1.3_ref",15,"037038",1,12,26,15,27,0.085494,0.158874,3
"B","1.3_ref",15,"039040",1,28,65,17,39,0.122673,0.108997,10
"B","1.3_ref",15,"041042",1,35,55,33,27,0.083192,0.1651,13
"B","1.3_ref",15,"043044",1,23,54,14,36,0.126266,0.247421,19
"B","1.3_ref",15,"045046",1,8,28,10,13,0,0.168968,3
"B","1.3_ref",15,"047048",1,29,41,35,20,0.079402,0.14315,14
"B","1.3_ref",15,"049050",1,17,81,39,27,0.116259,0.122295,9
"B","1.3_ref",15,"051052",1,12,34,25,25,0.158254,0.087783,3
"B","1.3_ref",15,"053054",1,19,56,39,42,0.096916,0.076142,11
"B","1.3_ref",15,"055056",1,51,98,36,65,0.093564,0.323067,9
"B","1.3_ref",15,"057058",1,14,19,2,13,0.142841,0.183389,8
"B","1.3_ref",15,"063064",1,12,40,17,39,0.034951,0.105169,5
"B","1.3_ref",15,"065066",1,26,25,13,15,0.172038,0.08983,9
"B","1.3_ref",15,"067068",1,26,45,19,43,0.178115,0.17001,10
"B","1.3_ref",15,"069070",1,16,20,12,17,0.066049,0.149797,5
"B","1.3_ref",15,"075076",1,28,41,14,19,0.191703,0.129434,7
"B","1.3_ref",15,"077078",1,12,46,6,36,0.060513,0.117598,5
"B","1.3_ref",15,"081082",1,18,30,15,19,0,0.104167,5
"B","1.3_ref",15,"099100",1,27,34,11,23,0.163852,0.112476,9
"B","1.3_ref",15,"101102",1,33,41,54,59,0.177174,0.12972,3
"B","1.3_ref",15,"107108",1,18,79,25,44,0.094535,0.11642,14
"B","1.3_ref",15,"109110",1,34,93,47,72,0.144718,0.154707,19
"B","1.3_ref",15,"119120",1,28,54,13,28,0.110498,0.124481,9
"B","1.3_ref",15,"121122",1,25,16,16,19,0.091657,0.145011,8
"B","1.3_ref",15,"123124",1,45,72,35,38,0.125335,0.134201,10
"B","1.3_ref",15,"131132",1,94,124,85,100,0.193154,0.191422,35
"B","1.3_ref",15,"135136",1,12,27,14,14,0.083788,0.132508,3
"B","1.3_ref",15,"141142",1,16,52,25,34,0.061,0.174161,7
"B","1.3_ref",15,"143144",1,30,73,32,46,0.148074,0.148622,13
"B","1.3_ref",15,"145146",1,29,63,10,42,0.168873,0.107101,19
"B","1.5_ref",13,"003004",1,12,42,22,21,0.212012,0.134718,13
"B","1.5_ref",13,"005006",1,14,29,5,13,0.017932,0.089452,7
"B","1.5_ref",13,"007008",1,23,25,33,18,0.011018,0.075779,5
"B","1.5_ref",13,"009010",1,34,80,53,31,0.189005,0.113927,9
"B","1.5_ref",13,"013014",1,14,22,11,9,0.112408,0.152214,5
"B","1.5_ref",13,"015016",1,13,43,26,27,0.059832,0.180886,12
"B","1.5_ref",13,"017018",1,17,40,14,33,0.170424,0.127324,5
"B","1.5_ref",13,"019020",1,16,30,14,22,0.095107,0.252816,12
"B","1.5_ref",13,"021022",1,7,27,18,16,0,0.054045,3
"B","1.5_ref",13,"025026",1,33,48,36,31,0.132083,0.089687,7
"B","1.5_ref",13,"027028",1,30,48,23,29,0.11955,0.191174,5
"B","1.5_ref",13,"035036",1,18,29,12,26,0.125681,0.205347,3
"B","1.5_ref",13,"037038",1,11,24,18,16,0.054665,0.078662,5
"B","1.5_ref",13,"039040",1,21,16,13,9,0.131387,0.142508,4
"B","1.5_ref",13,"041042",1,34,61,25,22,0.089553,0.160692,15
"B","1.5_ref",13,"043044",1,11,29,18,23,0.046981,0.200564,5
"B","1.5_ref",13,"045046",1,20,33,22,22,0.13233,0.151233,5
"B","1.5_ref",13,"047048",1,30,37,29,19,0.124787,0.099756,13
"B","1.5_ref",13,"049050",1,11,62,12,26,0.135963,0.123432,9
"B","1.5_ref",13,"051052",1,23,22,19,27,0.109752,0.073882,7
"B","1.5_ref",13,"053054",1,24,27,26,39,0.175087,0.084096,4
"B","1.5_ref",13,"055056",1,14,71,17,40,0,0.147874,5
"B","1.5_ref",13,"057058",1,18,24,15,17,0.143052,0.176107,8
"B","1.5_ref",13,"063064",1,18,59,27,30,0.244338,0.084329,3
"B","1.5_ref",13,"065066",1,18,34,25,20,0.098441,0.088335,15
"B","1.5_ref",13,"067068",1,26,38,12,8,0.139554,0.139827,7
"B","1.5_ref",13,"069070",1,16,26,24,16,0.082992,0.14825,5
"B","1.5_ref",13,"075076",1,6,25,15,8,0.145123,0.103217,4
"B","1.5_ref",13,"077078",1,6,29,5,16,0.045111,0.129282,3
"B","1.5_ref",13,"081082",1,13,18,20,21,0,0,5
"B","1.5_ref",13,"099100",1,27,43,7,22,0.154495,0.111521,9
"B","1.5_ref",13,"101102",1,16,42,33,30,0.07916,0.117308,11
"B","1.5_ref",13,"107108",1,16,66,22,44,0.124648,0.109745,12
